linea,frase,corpus,menu,status,items,unknown,needs_review,fail_safe,tiempo_ms
124,CONFIRMAR ORD-ABC123 60x pizza + 1 refresco + 12123 cerveza + 2 hbogruesa,adversarial_2k,demo,needs_clarification,[],"[""comando admin""]",False,False,0.064
125,CONFIRMAR ORD-ABC123 7 algo rico,adversarial_2k,demo,needs_clarification,[],"[""comando admin""]",False,False,0.028
126,* 2 pizza margarita,adversarial_2k,demo,ok,"[{""product"": ""Pizza Margarita"", ""quantity"": 2}]",[],False,False,0.402
127,* 2333 taacoos,adversarial_2k,demo,needs_clarification,[],"[""2333 taacoos""]",True,True,0.468
128,* 2x aagua mineral,adversarial_2k,demo,ok,"[{""product"": ""Agua Mineral"", ""quantity"": 2}]",[],False,False,0.398
129,* 777 haamburguesa clasica,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 777}]",[],False,False,0.408
130,* 7 lo mismo sin cebolla,adversarial_2k,demo,needs_clarification,[],"[""7 lo mismo sin cebolla""]",True,True,0.646
131,CONFIRMAR ORD-ABC123 7 gaseosa ; 7 cerveza (),adversarial_2k,demo,needs_clarification,[],"[""comando admin""]",False,False,0.041
132,CONFIRMAR ORD-ABC123 7 gaseosa | 2x combo familiar | x2333 burgeraa | 5 cerveza | quince pizzaa mexicana | 2 papas fritas 🍕🍔,adversarial_2k,demo,needs_clarification,[],"[""comando admin""]",False,False,0.11
133,CONFIRMAR ORD-ABC123 7 hamburgesa luego 5 pizzaa de jamon y queso luego 777 ensalada cesar luego 7x la mega gracias,adversarial_2k,demo,needs_clarification,[],"[""comando admin""]",False,False,0.112
134,CONFIRMAR ORD-ABC123 7 hamburguesa mega,adversarial_2k,demo,needs_clarification,[],"[""comando admin""]",False,False,0.031
135,* 1 cola porfa,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 1}]",[],False,False,0.312
136,CONFIRMAR ORD-ABC123 7 la mega,adversarial_2k,demo,needs_clarification,[],"[""comando admin""]",False,False,0.03
137,* 12123 pizzaa mexicana,adversarial_2k,demo,needs_clarification,[],"[""12123 pizzaa mexicana""]",True,True,0.578
138,* 15 refrescoaa,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 15}]",[],False,False,0.435
139,* 10x combo familiar,adversarial_2k,demo,needs_clarification,[],"[""10x combo familiar""]",True,True,0.554
140,* 12 eso,adversarial_2k,demo,needs_clarification,[],"[""texto no interpretable""]",True,True,0.092
141,* x12 refresco gracias,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 12}]",[],False,False,0.556
142,CONFIRMAR ORD-ABC123 7 paapas fritas aparte 5 piza hawaiana aparte x7 tacos aparte 60 piza hawaiana aparte x15 gaseosa gracias,adversarial_2k,demo,needs_clarification,[],"[""comando admin""]",False,False,0.12
143,"CONFIRMAR ORD-ABC123 777 cerveza , 10 pizzza meexiiccana , 7 eensalada ccesaar sin cebolla",adversarial_2k,demo,needs_clarification,[],"[""comando admin""]",False,False,0.076
144,CONFIRMAR ORD-ABC123 777x hamburgesa clasica,adversarial_2k,demo,needs_clarification,[],"[""comando admin""]",False,False,0.033
145,CONFIRMAR ORD-ABC123 8 cerveza ; 15 agua mineral ; 10 pizzaa ranchera ; 2333 pizza margarita mañana,adversarial_2k,demo,needs_clarification,[],"[""comando admin""]",False,False,0.088
146,CONFIRMAR ORD-ABC123 8 ensalada cesar e 10 pizzaa ranchera e x15 esoaa e 777x la mega gracias,adversarial_2k,demo,needs_clarification,[],"[""comando admin""]",False,False,0.089
147,CONFIRMAR ORD-ABC123 8 hamburguesa mega 🍕🍔,adversarial_2k,demo,needs_clarification,[],"[""comando admin""]",False,False,0.035
148,CONFIRMAR ORD-ABC123 8 soda | 777 hamburguesa para llevar,adversarial_2k,demo,needs_clarification,[],"[""comando admin""]",False,False,0.049
149,CONFIRMAR ORD-ABC123 diez ensalada cesar + x12 pizzaa ranchera sin cebolla,adversarial_2k,demo,needs_clarification,[],"[""comando admin""]",False,False,0.067
150,CONFIRMAR ORD-ABC123 dos algo rico & 8 habasurguuesa ddoble p & 777 piza hawaiana & 777 algo rico & 1 coca cola & un par de hamburguesa para llevar,adversarial_2k,demo,needs_clarification,[],"[""comando admin""]",False,False,0.14
151,CONFIRMAR ORD-ABC123 dos pizza margarita e 60 pizza  mexiiccana e 12 pizza mexicana e un par de pizza de jamon y queso e 3 la mega e 3x la que tiene pollo ...,adversarial_2k,demo,needs_clarification,[],"[""comando admin""]",False,False,0.165
152,CONFIRMAR ORD-ABC123 ocho pizza hawaiana luego 2 hamburgesa doble carne luego 8 pizza hawaiana luego 15 gaseosa luego 3x cocacolacola,adversarial_2k,demo,needs_clarification,[],"[""comando admin""]",False,False,0.124
153,CONFIRMAR ORD-ABC123 quince refrescoaa + 7 soda ...,adversarial_2k,demo,needs_clarification,[],"[""comando admin""]",False,False,0.044
154,CONFIRMAR ORD-ABC123 quince soda * 777 hamburguesa mega * 7 refrescoaa (),adversarial_2k,demo,needs_clarification,[],"[""comando admin""]",False,False,0.062
155,CONFIRMAR ORD-ABC123 un par de la que tiene pollo & 7 piza ranchera & 2 papas fritas 🍕🍔,adversarial_2k,demo,needs_clarification,[],"[""comando admin""]",False,False,0.082
156,CONFIRMAR ORD-ABC123 x2 soda & 3 soda & x2 pizahawaiana & 777x hamburgesa para llevar,adversarial_2k,demo,needs_clarification,[],"[""comando admin""]",False,False,0.074
157,CONFIRMAR ORD-ABC123 x3 cocacola ademas 2x piza margarita ademas x2 hamburgesa clasica,adversarial_2k,demo,needs_clarification,[],"[""comando admin""]",False,False,0.07
158,CONFIRMAR ORD-ABC123 x5 cocacola + x2 cocacolacola + 10 ensalada césar + 2333 pizza mexicana + 15 aagua mineral + 777 ensalada cesar ???,adversarial_2k,demo,needs_clarification,[],"[""comando admin""]",False,False,0.128
159,CONFIRMAR ORD-ABC123 x5 ensaalada cesar mañana,adversarial_2k,demo,needs_clarification,[],"[""comando admin""]",False,False,0.04
160,CONFIRMAR ORD-ABC123 x5 hbogruesa luego 5 piza margarita luego 15 agua mineral luego tres pizza hawaiana luego 2 la que tiene pollo luego 12123 pizza marggarrita porfa,adversarial_2k,demo,needs_clarification,[],"[""comando admin""]",False,False,0.154
161,CONFIRMAR ORD-ABC123 x7 eso aparte 60 haamburguesa aparte doce burgeraa aparte 2 habasurguesa doble pollo aparte 10 tacos aparte 8 lo mismo 🍕🍔,adversarial_2k,demo,needs_clarification,[],"[""comando admin""]",False,False,0.132
162,CONFIRMAR ORD-ABC123 x777 hamburgesa clasica (),adversarial_2k,demo,needs_clarification,[],"[""comando admin""]",False,False,0.036
163,OTRA lo mismo y 12 hhammburguessa doble ca y 10 soda y 777x cerveza y 4 cola mañana,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 12}, {""product"": ""Coca Cola"", ""quantity"": 14}]","[""otra lo mismo"", ""777x cerveza""]",False,False,2.037
164,a las 8 pm 2 pizzas,adversarial_2k,demo,ok,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 2}]",[],False,False,0.179
165,a las 8pm 1 gaseosa + 12x la que tiene pollo + 4 eso + 7x lo mismoaa (),adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 1}]","[""12x la que tiene pollo"", ""7x lo mismoaa""]",False,False,1.799
166,a las 8pm 1 haabasurguesa doble pollo + 2333 pizza hawaiana + x2333 ensaalada cesar + 1 papas fritaas + 1 pizza + 2 pizzaa (),adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 1}, {""product"": ""Pizza Hawaiana"", ""quantity"": 2334}, {""product"": ""Ensalada César"", ""quantity"": 2333}, {""product"": ""Pizza Margarita"", ""quantity"": 2}]","[""1 papas fritaas""]",True,False,2.244
167,a las 8pm 1 hamburgesa doble carne ; 5 haamburguuesa mega ; 3 burgeer ???,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 9}]",[],False,False,1.402
168,a las 8pm 10 combo familiar y aparte una burger ???,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 1}]","[""10 combo familiar"", ""aparte""]",False,False,1.113
169,a las 8pm 12 pizzahawaiana y 8 pizza y 60 hamburguesa y 5 la que tiene pollo y 12 aalgo rico y 7 laa megaa para llevar,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 20}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 60}]","[""5 la que tiene pollo"", ""12 aalgo rico"", ""7 laa megaa para llevar""]",False,False,2.027
170,a las 8pm 12 refresco aparte 2 pizza aparte 2 cerveza aparte 15 algo rico aparte 12 pizza margarita aparte x60 combo familiar 🍕🍔,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 12}, {""product"": ""Pizza Hawaiana"", ""quantity"": 2}, {""product"": ""Pizza Margarita"", ""quantity"": 12}]","[""2 cerveza"", ""15 algo rico"", ""x60 combo familiar""]",False,False,1.959
171,a las 8pm 12123 haamburgesa clasica luego 2 paapas fritas luego 1 pizza de jamon y queso luego x8 haamburgesa clasica,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 12131}]","[""2 paapas fritas"", ""1 pizza de jamon y queso""]",False,False,1.909
172,a las 8pm 12123 laa mega e tres pizza ranchera e 4 lo mismo e 8 cola e 7 pizzahawaiana e 7x haamburguesa doble pollo (),adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 3}, {""product"": ""Coca Cola"", ""quantity"": 8}, {""product"": ""Pizza Hawaiana"", ""quantity"": 7}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 7}]","[""12123 laa mega"", ""4 lo mismo""]",True,False,2.369
173,a las 8pm 12123 refresco & 8 eso & 15 pizza ranchera & 12123 hamburgesa doble pollo & 8 pizza margarita sin cebolla,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 12123}, {""product"": ""Pizza Margarita"", ""quantity"": 23}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 12123}]",[],True,False,1.857
174,a las 8pm 15 lo mismo & 12123 hamburguesa doble pollo & 1 ensaalada césar & 7 ensalada cesar & 15x cerveza & 12 pizza hawaiana ???,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 12123}, {""product"": ""Ensalada César"", ""quantity"": 8}, {""product"": ""Pizza Hawaiana"", ""quantity"": 12}]","[""15 lo mismo"", ""15x cerveza""]",False,False,2.298
175,a las 8pm 15 soda e 2 lo mismo e 4 gaseosa e 5 pizza de jamon y queso e x15 lo mismoaa,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 19}]","[""2 lo mismo"", ""5 pizza de jamon y queso"", ""x15 lo mismoaa""]",False,False,2.034
176,a las 8pm 2 piza * 3 refrescoaa ...,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 2}, {""product"": ""Coca Cola"", ""quantity"": 3}]",[],True,False,0.694
177,a las 8pm 2 pizza | 1 aalgo rico | 2x ensalada césar | x777 pizza margarita | 2333 hamburguesa mega | 2333x cola mañana,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 2}, {""product"": ""Ensalada César"", ""quantity"": 2}, {""product"": ""Pizza Margarita"", ""quantity"": 777}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 2333}, {""product"": ""Coca Cola"", ""quantity"": 2333}]","[""1 aalgo rico""]",False,False,1.998
178,a las 8pm 2 pizzzaa  raanncheraa ...,adversarial_2k,demo,needs_clarification,[],"[""2 pizaa raanncheraa""]",True,True,0.556
179,a las 8pm 2 ppizzzaa hawaiana ademas 3 hhamburgueesa clasica ademas 4 pizzaa de jamon y queso ademas 2x algo rico ademas x60 piza hawaiana ademas 7 refresco sin cebolla,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 62}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 3}, {""product"": ""Coca Cola"", ""quantity"": 7}]","[""4 pizzaa de jamon y queso"", ""2x algo rico""]",False,False,2.586
180,a las 8pm 2333 coca cola ademas 15 piza hawaiana ademas 1 hamburguesa doble carne ademas 12x lo mismo ademas x60 paapas fritas gracias,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 2333}, {""product"": ""Pizza Hawaiana"", ""quantity"": 15}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 1}]","[""12x lo mismo"", ""x60 paapas fritas gracias""]",False,False,2.206
181,a las 8pm 2333 cocaacola * doce piza hawaiana * 5 ensalada cesar para llevar,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 2333}, {""product"": ""Pizza Hawaiana"", ""quantity"": 12}, {""product"": ""Ensalada César"", ""quantity"": 5}]",[],False,False,1.108
182,"a las 8pm 2333 hamburguesa doble carne , 2 lo mismo sin cebolla",adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 2333}]","[""2 lo mismo sin cebolla""]",False,False,0.978
183,a las 8pm 2333 pizzaa hawaiana y 10 pizza hawaiana y 2 refresco y 10x pizzzaa hawaiana (),adversarial_2k,demo,ok,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 2353}, {""product"": ""Coca Cola"", ""quantity"": 2}]",[],False,False,1.319
184,a las 8pm 2333 pizzahawaiana tambien quiero 12 coocacola tambien quiero tres pizzahawaiana tambien quiero 777 piza hawaiana sin cebolla,adversarial_2k,demo,ok,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 3113}, {""product"": ""Coca Cola"", ""quantity"": 12}]",[],False,False,1.409
185,a las 8pm 2333 tacos + 5x papas fritas + 12123 cocaacola + x2 combo faamiliar para llevar,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 12123}]","[""2333 tacos"", ""5x papas fritas"", ""x2 combo faamiliar para llevar""]",False,False,2.246
186,a las 8pm 2x hamburguesa doble carne aparte 10 pizza margarita aparte 4 pizza ranchera,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 2}, {""product"": ""Pizza Margarita"", ""quantity"": 14}]",[],True,False,1.364
187,a las 8pm 3 burger aparte 8 la mega aparte 12123 hamburguesa doble carne aparte x8 ensalada césar aparte 2333 pizza margarita sin cebolla,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 12126}, {""product"": ""Ensalada César"", ""quantity"": 8}, {""product"": ""Pizza Margarita"", ""quantity"": 2333}]","[""8 la mega""]",False,False,1.69
188,a las 8pm 3 papas fritas gracias,adversarial_2k,demo,needs_clarification,[],"[""3 papas fritas gracias""]",True,True,0.698
189,a las 8pm 3 pizza ranchera ; 2 eso ; 1 pizza ; 10 algo rico ; x8 hbogruesa mañana,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 3}, {""product"": ""Pizza Hawaiana"", ""quantity"": 1}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 8}]","[""10 algo rico""]",True,False,1.265
190,a las 8pm 4 combo familiar y aparte 4 cocacola y aparte 12 piza ranchera y aparte 12123 pizza hawwaianna y aparte x1 ensalada cesar ???,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 4}, {""product"": ""Pizza Hawaiana"", ""quantity"": 12123}, {""product"": ""Ensalada César"", ""quantity"": 1}]","[""4 combo familiar"", ""aparte"", ""aparte"", ""12 piza ranchera"", ""aparte"", ""aparte""]",False,False,3.042
191,a las 8pm 4 lla megaa tambien quiero 60 pizza ???,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 60}]","[""4 lla megaa""]",False,False,0.531
192,a las 8pm 5 aagua mineral ???,adversarial_2k,demo,ok,"[{""product"": ""Agua Mineral"", ""quantity"": 5}]",[],False,False,0.354
193,a las 8pm 5 ensaalada césar * 12 hbogruesa para llevar,adversarial_2k,demo,ok,"[{""product"": ""Ensalada César"", ""quantity"": 5}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 12}]",[],False,False,0.774
194,a las 8pm 5 pizza margarita luego 777 pizza hawaiana luego cinco habbasurguuesa dooble p gracias,adversarial_2k,demo,ok,"[{""product"": ""Pizza Margarita"", ""quantity"": 5}, {""product"": ""Pizza Hawaiana"", ""quantity"": 777}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 5}]",[],False,False,1.233
195,a las 8pm 5 refrescoaa,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 5}]",[],False,False,0.409
196,a las 8pm 60 algo rico y la mitad de una pizza ranchera,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 1}]","[""60 algo rico"", ""la mitad de""]",True,False,1.09
197,a las 8pm 60 la que tienee  poollo | tres alggo rico | 1x ennsaalada césar porfa,adversarial_2k,demo,needs_clarification,"[{""product"": ""Ensalada César"", ""quantity"": 1}]","[""60 la que tienee poollo"", ""tres alggo rico""]",False,False,1.264
198,a las 8pm 60x hamburgesa clasica * 2 hamburguesa doble pollo * 10 combo familiar * 8 cerveza * 4 refresco * 15x tacos ...,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 62}, {""product"": ""Coca Cola"", ""quantity"": 4}]","[""10 combo familiar"", ""8 cerveza"", ""15x tacos""]",False,False,2.172
199,a las 8pm 7 algo rico & una docena de gaseosa sin cebolla,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 12}]","[""7 algo rico""]",False,False,0.962
200,a las 8pm 7 llaa mega ; 15 haamburguesa doble carne ; 8 hamburguesa ddoble ca ; 4 cocacolacola ; 777 soda ; siete agua mineral porfa,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 23}, {""product"": ""Coca Cola"", ""quantity"": 781}, {""product"": ""Agua Mineral"", ""quantity"": 7}]","[""7 llaa mega""]",False,False,2.188
201,a las 8pm 7 pizza aparte 4 cola aparte 1 burgeraa aparte 2 pizza ranchera aparte 5 cerveza ...,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 7}, {""product"": ""Coca Cola"", ""quantity"": 4}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 1}, {""product"": ""Pizza Margarita"", ""quantity"": 2}]","[""5 cerveza""]",True,False,1.365
202,a las 8pm 7 pizzaa mexicana | 2 pizza margarita | 2 soda | 12 lo mismo ...,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 2}, {""product"": ""Coca Cola"", ""quantity"": 2}]","[""7 pizzaa mexicana"", ""12 lo mismo""]",False,False,1.389
203,a las 8pm 777 agua mineeral * una docena de pizza mexicana * 4 la mega * 7 paapas frritas gracias,adversarial_2k,demo,needs_clarification,"[{""product"": ""Agua Mineral"", ""quantity"": 777}, {""product"": ""Pizza Margarita"", ""quantity"": 12}]","[""4 la mega"", ""7 paapas frritas gracias""]",True,False,1.637
204,a las 8pm 777 cerveza luego 60 cocacola cola 🍕🍔,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 60}]","[""777 cerveza""]",False,False,0.667
205,a las 8pm 777 cocacola + 2 hamburguesa doble carne + la mitad de una haabasurguesa doble pollo + diez pizza de jaamon y que + 5 la que tiene pollo + unos cuantos habasurguesa doble pollo para llevar,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 777}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 4}, {""product"": ""Pizza Margarita"", ""quantity"": 10}]","[""la mitad de"", ""5 la que tiene pollo""]",True,False,3.265
